,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,residence_area_type1,sourcing_channel1,premium,renewal_prob,incentives,hours
3562,0.95,18986,120040,0.0,0.0,0.0,97.93,9,1,0,9600,0.3847682498270327,203.57126303846772,3.9886043950126373
3603,1.0,14247,78150,0.0,2.0,0.0,99.53,3,1,1,5400,0.07794568070555855,-105.2767060391306,-3.0107619603447344
3605,0.754,12780,154170,0.0,0.0,0.0,98.6,8,1,2,9600,0.47820777908161927,244.14471779960112,4.568456767242215
3613,0.748,15340,246430,4.0,0.0,0.0,98.56,14,0,2,7500,0.16454098725182928,28.711820526923304,0.6926394726615293
3616,0.342,17169,192060,2.0,2.0,0.0,98.91,11,1,0,22200,0.11008254874945914,132.23221501040982,2.8149350764990966
3627,0.55,17530,258090,4.0,0.0,1.0,98.18,23,1,3,24300,0.06344824690308941,60.64140231725538,1.40671067853109
3717,0.347,13152,111110,0.0,0.0,0.0,99.58,8,1,1,5400,0.7109316416833124,210.6105199134458,4.093468377672062
3728,0.489,9135,120040,1.0,0.0,1.0,99.48,9,0,1,7500,0.1580290258910792,23.092831513034646,0.5609719484901143
3738,0.459,12783,120060,0.0,1.0,0.0,99.87,4,0,3,3300,0.16118432451335804,-78.65981467668989,-2.173173408764544
3775,0.012,15706,195130,1.0,0.0,0.0,98.76,12,1,3,13800,0.514049172015609,332.28438867700186,5.6426062219642965
3788,0.751,14248,105040,1.0,0.0,0.0,99.24,15,1,0,5400,0.20752851888285367,15.383020046066592,0.3772744776815362
3803,0.798,18261,266100,4.0,0.0,0.0,98.77,14,1,3,20100,0.14029933486787916,156.14555363385335,3.231894509031922
3823,0.023,14979,66070,1.0,0.0,0.0,99.27,10,1,1,7500,0.4204524719303709,175.3974852564486,3.549927443250086
3825,0.208,21183,174140,0.0,0.0,0.0,99.46,13,1,1,11700,0.8126745733998274,397.22103587235904,6.295558506786287
3841,0.016,22272,112590,2.0,0.0,0.0,99.53,22,0,0,5400,0.49745939949593004,147.93723020216234,3.091572677216974
3847,1.0,13153,66120,4.0,1.0,7.0,97.79,12,1,1,3300,0.047934410746477044,-204.31550018009565,-6.666052122734345
3860,0.195,14246,780110,2.0,0.0,0.0,99.05,16,1,2,60000,0.34985630130068057,597.339905536098,7.753810265993292
3870,0.392,18994,123050,0.0,0.0,0.0,98.61,8,1,3,7500,0.5706140073549634,230.80412853145583,4.384252124986686
3902,0.104,12416,84140,1.0,0.0,0.0,98.75,13,0,3,5400,0.4681348320784265,137.8081312930063,2.9143985173501354
3903,0.261,17896,429370,0.0,0.0,0.0,98.98,12,0,3,39000,0.6235671905540563,638.5919512235824,7.9739152929752315
3908,0.717,13511,162050,2.0,0.0,0.0,98.21,14,1,3,7500,0.15947507053413656,24.355837636060002,0.5907288204391781
3971,0.8,17527,163550,4.0,0.0,2.0,99.4,10,1,3,7500,0.07610055709336055,-70.39061187868644,-1.9241007209621341
3984,1.0,13876,116430,0.0,3.0,1.0,99.45,5,0,0,5400,0.03346313983855925,-191.8830686618725,-6.156020468817753
3992,0.743,20086,147080,0.0,2.0,0.0,98.91,9,1,3,13800,0.08858448824754922,27.39400182657735,0.6619253715370232
4004,0.982,11327,80040,3.0,4.0,0.0,98.2,13,0,0,1200,0.06830183324430222,-261.68751452347556,-9.23639156983382
4019,0.987,20820,105420,3.0,0.0,0.0,99.06,8,1,1,9600,0.1859826596997904,82.60209899602172,1.865780069780566
4021,0.689,10592,165070,0.0,0.0,1.0,99.67,7,1,3,7500,0.1609166021217991,25.606114912547035,0.6200933990601676
4027,0.999,17535,114060,0.0,0.0,0.0,98.23,18,1,1,5400,0.31001821442840916,72.87160070746927,1.6654786234439012
4037,0.146,21912,370490,3.0,0.0,0.0,99.38,14,1,1,20100,0.46363259050407873,392.6123646590989,6.252630296991866
4060,0.757,14247,300140,2.0,1.0,0.0,98.73,9,0,4,13800,0.1171183147455171,67.61722399906665,1.5552746038245746
4071,0.352,17890,99050,1.0,1.0,2.0,97.74,9,1,1,3300,0.04489354260920162,-210.33052616453213,-6.918562778569701
4087,1.0,14970,110550,2.0,2.0,1.0,99.17,6,1,2,3300,0.023228858021369012,-267.1813833168624,-9.502419821601304
4093,0.289,14248,279840,2.0,0.0,0.0,98.78,20,1,2,13800,0.34751075095443024,252.56044606498165,4.681538989131683
4096,0.574,9503,165340,0.0,0.0,0.0,99.57,11,1,1,11700,0.5208833727592185,300.43057921591816,5.28141651731821
4105,0.704,23740,129090,0.0,0.0,0.0,99.24,6,1,0,5400,0.6282074858433042,188.27004905143443,3.7541954248851472
4119,0.491,16802,110130,1.0,0.0,0.0,96.6,14,0,1,1200,0.24621840786644508,-143.22937058996553,-4.305706583841296
4152,1.0,12783,45130,0.0,0.0,0.0,95.18,5,1,1,1200,0.3352001561932423,-110.29108684676929,-3.1748908545827748
4185,0.449,9870,135130,1.0,0.0,0.0,99.73,8,1,0,7500,0.3834746966565402,159.4980074598487,3.2883818671718346
4197,0.043,18988,201110,0.0,0.0,0.0,98.12,8,1,0,7500,0.7141062582001673,274.27093227190903,4.962510905966781
4199,0.829,18993,285110,2.0,0.0,3.0,99.16,14,1,0,11700,0.1323620179540842,61.293331612999935,1.4207048140883571
4212,0.635,16436,559610,1.0,0.0,0.0,99.41,9,1,2,43200,0.3366895875512076,500.0651533649161,7.135418662183362
4214,0.638,16068,237120,0.0,0.0,0.0,97.81,24,0,1,15900,0.28206238415660007,239.67882134865937,4.5074752048998965
4219,0.473,21550,216110,0.0,0.0,0.0,99.09,25,1,0,13800,0.6391586473138305,380.1236202999297,6.133784806814127
4226,1.0,11695,87310,1.0,3.0,1.0,99.55,7,1,1,5400,0.031086502069886432,-198.8016371022907,-6.437892463341455
4238,1.0,14606,125070,0.0,1.0,0.0,99.88,2,0,3,1200,0.0854065754048859,-242.9005394580886,-8.353796404657068
4240,0.791,19351,181890,3.0,1.0,3.0,98.62,10,1,1,7500,0.02039686408992782,-207.39615397121634,-6.794903510614436
4243,0.925,16074,175650,2.0,0.0,0.0,98.45,17,1,2,9600,0.13813928488580693,38.854326235730554,0.9256724575059394
4252,0.958,15706,66030,0.0,0.0,0.0,98.67,8,1,1,5700,0.3725727081754063,109.56941592005012,2.3960978737410343
4260,0.69,9130,108150,1.0,0.0,2.0,99.28,8,1,1,1200,0.1161981967617847,-215.83053711657868,-7.152800174851368
4265,0.287,29207,240040,0.0,0.0,0.0,98.31,15,0,0,5400,0.5714649570750482,171.62895959200037,3.4888721242713494
4274,0.0,13152,45140,0.0,0.0,0.0,98.47,10,1,1,3300,0.6490216771406521,110.9180182208329,2.4216913050531117
4280,0.641,14247,174060,1.0,0.0,0.0,98.46,13,1,0,7500,0.2280860302973154,76.11891097999208,1.7328666582204033
4297,0.784,12416,159080,0.0,3.0,0.0,99.72,5,1,0,1200,0.20274226819137006,-162.98874445255933,-5.030131518494647
4298,0.928,19715,148830,2.0,0.0,0.0,98.94,8,1,2,9600,0.21773875778107038,107.06077560220768,2.348259379958498
4331,0.598,10597,69070,1.0,1.0,0.0,99.56,7,0,2,5700,0.08902769149701945,-84.11367891195785,-2.340287177312812
4350,0.417,11685,173240,3.0,3.0,3.0,99.51,9,1,1,11700,0.03302455489557572,-114.69811704149036,-3.3208487839094136
4371,0.924,8770,30060,0.0,1.0,0.0,98.65,7,1,0,3300,0.20159222421194237,-51.99134320433833,-1.388037370797992
4383,1.0,15340,90120,0.0,2.0,0.0,99.02,17,1,2,9600,0.1372004865952548,37.88605354471181,0.9036797907499727
4385,0.705,12788,101340,0.0,0.0,0.0,99.64,7,0,3,11700,0.5250470696075712,302.0706679054465,5.300724145990616
4393,0.769,17162,167010,1.0,0.0,1.0,98.4,15,1,2,9600,0.07456721012137514,-42.976397230200895,-1.1342515901383465
4394,0.711,17168,141140,0.0,0.0,0.0,98.18,13,1,3,11700,0.3455776070930132,220.17652684099374,4.233047512627744
4406,0.142,15700,189530,2.0,3.0,0.0,98.81,6,1,3,13800,0.1339062046250707,87.8603635885664,1.9720100101989768
4431,0.302,20085,286350,2.0,0.0,1.0,99.1,10,0,1,13800,0.1908959515910437,144.66736271604967,3.0348671136912952
4446,0.098,24464,229800,1.0,0.0,0.0,98.98,12,1,0,28500,0.5461940530610552,517.4622988559588,7.257337001012489
4464,0.276,19358,298340,0.0,1.0,0.0,99.67,18,0,1,28500,0.3005917303578907,373.5684374435057,6.069903424942252
4469,0.556,16066,87880,0.0,2.0,1.0,99.1,4,1,1,5400,0.04101450253848077,-172.28614356575878,-5.383576078521191
4492,0.296,20810,292560,0.0,0.0,0.0,99.08,20,1,3,32700,0.5777737764992388,568.6015344430615,7.586492081853489
4532,0.133,17532,150070,2.0,0.0,0.0,99.26,14,1,1,18000,0.4785908640420151,374.81470071718496,6.082129206932194
4603,0.0,16438,86990,2.0,0.0,0.0,99.71,4,1,2,5400,0.35421992658575674,93.17969518988109,2.0780621413532616
4610,0.06,12419,60070,0.0,0.0,0.0,97.69,16,0,0,1200,0.5696016597794293,-48.67582566413416,-1.2940344004891857
4682,0.661,13880,48130,0.0,0.0,0.0,98.99,9,0,3,1200,0.432203335180539,-81.59319403642368,-2.262772882823052
4688,1.0,12787,85070,0.0,3.0,0.0,99.35,3,0,2,3300,0.06234209715212193,-179.47482040332852,-5.662544227519517
4703,1.0,17167,219100,0.0,1.0,0.0,99.85,4,1,1,1200,0.1666688409888102,-182.20014526594895,-5.769622394772085
4709,1.0,14615,125010,0.0,1.0,0.0,99.62,5,1,2,7500,0.14205148630456627,8.50482704371855,0.2103762338039894
4722,1.0,9134,77220,1.0,2.0,0.0,99.7,6,1,3,3300,0.09220880153887917,-140.17111082925092,-4.196747230141535
4748,0.371,16437,168280,2.0,0.0,0.0,99.11,14,1,1,13800,0.48508881747342547,319.9796144962034,5.506481358059865
4764,0.41,23004,99870,0.0,0.0,0.0,99.16,8,1,0,3300,0.7262723769674373,129.04315624957638,2.757422130330862
4839,0.921,11695,180090,3.0,1.0,0.0,98.63,13,0,3,7500,0.08464206841525841,-57.67886760715219,-1.5511183834025144
4845,0.133,17899,307800,1.0,0.0,0.0,99.48,11,0,3,1200,0.5082051675615251,-62.507379992882754,-1.6914001658302014
4879,0.993,20089,120040,1.0,0.0,0.0,97.47,14,1,1,3300,0.1389686034988047,-95.67092335233986,-2.7020373438601086
4883,1.0,14613,45070,2.0,1.0,0.0,98.9,4,1,1,5700,0.08446835130199065,-90.144559424418,-2.5277538561157153
4897,0.464,21177,237250,0.0,0.0,0.0,98.22,17,0,0,20100,0.43938169381563846,380.40947386375694,6.136546748286804
4917,0.119,25922,153140,1.0,0.0,0.0,98.72,20,0,0,9600,0.5514738505275623,271.9674648664878,4.933417988298002
4924,0.999,15340,82920,1.0,0.0,1.0,97.34,9,0,3,3300,0.08256121273261922,-151.56396823035848,-4.606914515722567
4926,0.536,27745,195050,0.0,0.0,0.0,99.73,9,1,0,11700,0.6325890477725089,341.3995088890994,5.740778825110353
4969,0.975,14613,80160,3.0,2.0,0.0,97.71,11,1,1,5700,0.03138428105565152,-192.83419579121764,-6.1944822516775595
4982,0.917,16431,66950,0.0,0.0,0.0,99.72,6,0,2,3300,0.4019649893800249,38.89154017816404,0.9265166469927799
4989,1.0,13875,198780,4.0,2.0,1.0,99.59,8,0,0,7500,0.07946082642439775,-65.26138217716888,-1.7721732623449493
5042,0.187,14245,450150,3.0,0.0,0.0,99.62,15,1,1,34800,0.38442499961214577,479.00177702213966,6.980532019595973
5046,0.508,28113,114060,0.0,0.0,0.0,98.36,14,0,0,7500,0.5737242621295017,231.82894519356083,4.3986214896523945
5061,1.0,18629,626580,0.0,1.0,3.0,99.42,10,1,1,32700,0.12425504304064874,221.08824697277836,4.246177160442633
5064,0.694,14614,92360,0.0,0.0,0.0,98.54,12,0,0,1200,0.43914106167161426,-79.74520959593467,-2.2062500163689513
5103,0.358,23004,108660,0.0,0.0,0.0,98.94,8,0,0,7500,0.706490861294041,272.1375043294054,4.935571327784957
5108,0.61,22644,81120,0.0,17.0,0.0,99.35,9,1,0,5400,0.147653021763023,-29.457625993242786,-0.76423600449808
5118,0.6,14614,180340,0.0,0.0,0.0,98.31,13,0,0,9600,0.3982640544309052,209.85962358710708,4.082369981508664
5121,0.989,13520,88440,1.0,2.0,2.0,99.41,5,0,0,9600,0.03627207572603783,-125.93854979394392,-3.7004882033325437
5152,0.932,21907,302270,1.0,0.0,0.0,98.59,19,0,0,36900,0.2590300144014672,398.42485877675045,6.306690476028373
5167,0.057,10230,117130,0.0,0.0,0.0,99.75,10,1,0,7500,0.8187308496200558,301.9844059509138,5.299710614907941
5188,0.944,17163,211000,1.0,1.0,1.0,99.53,5,1,2,9600,0.02824550325092575,-152.04981049267016,-4.624666935619189
5203,0.279,14245,118600,0.0,0.0,0.0,99.75,5,1,3,7500,0.7426139457080435,282.10889100281054,5.060259173822361
5224,1.0,13878,90140,0.0,0.0,0.0,99.85,3,1,1,7500,0.27166989968220795,103.03122032073425,2.2707870316784184
5244,0.958,18991,292100,4.0,0.0,0.0,99.02,17,1,0,15900,0.11666420282512363,88.44562406856552,1.9837475843692631
5254,0.414,18995,48310,0.0,0.0,0.0,99.86,8,1,0,3300,0.510659116700242,73.86148722157516,1.6860786990397902
5275,0.769,21182,162110,0.0,0.0,0.0,96.85,17,0,0,7500,0.3531155223478133,145.55403682274937,3.0502895215141446
5301,0.674,14979,108070,0.0,0.0,0.0,99.36,6,1,2,9600,0.5290823080885442,263.7747322267934,4.828575086576773
5309,1.0,24101,100970,1.0,3.0,0.0,99.47,3,1,3,7500,0.08979624281584939,-50.49114076166898,-1.3454064608114802
5317,0.461,10228,60080,1.0,0.0,0.0,99.84,9,1,0,5700,0.29871474040422186,75.4152061240253,1.7183098026185561
5325,1.0,14240,232590,0.0,1.0,1.0,99.33,3,1,2,7500,0.053124217466453814,-111.33697411884364,-3.2093845572258495
5335,0.176,14609,204160,0.0,0.0,0.0,99.51,10,0,0,13800,0.8037247854030182,433.27793226087124,6.614876932778624
5348,0.0,9864,439740,0.0,0.0,0.0,98.13,10,1,0,20100,0.597086419310851,452.26560856716657,6.771811733778419
5396,0.965,12425,139240,0.0,0.0,0.0,98.92,11,1,0,9600,0.36607786408546955,194.58251812580502,3.8519878761124726
5405,0.0,12050,120150,1.0,0.0,1.0,99.68,10,0,0,5400,0.2047057237013494,13.512745901503457,0.3321762905146819
5406,0.939,12785,137670,3.0,0.0,1.0,99.73,18,1,0,5400,0.15612621038356447,-22.335312998585774,-0.5742666550814546
5427,0.95,10228,66110,0.0,0.0,0.0,96.67,13,0,0,1200,0.2810141452229368,-129.35923360881193,-3.8181532003170693
5428,0.508,18623,525150,2.0,0.0,0.0,98.54,14,0,0,41100,0.29742273513397993,456.74321170458956,6.807746595751123
5446,0.644,19717,52590,0.0,0.0,0.0,98.58,11,1,0,3300,0.4190246066301348,44.82659051741266,1.0601517327274401
5449,0.025,14248,150070,0.0,0.0,0.0,98.47,10,1,2,11700,0.7546136039163461,380.34321873640266,6.135906761317196
5461,0.832,13880,112530,1.0,0.0,0.0,99.78,9,1,0,11700,0.2798841144420173,182.01853590733816,3.655814315424457
5536,0.962,20081,161660,2.0,0.0,1.0,99.05,9,0,2,9600,0.12506331397770667,24.88247249424635,0.6031087944767621
5545,1.0,19352,233720,0.0,0.0,1.0,99.32,3,0,1,1200,0.21726166159430918,-156.03739852563658,-4.771188925986143
5550,1.0,16436,96100,0.0,1.0,0.0,99.65,4,0,1,5400,0.1633722016775372,-16.480556695363877,-0.42061947081647677
5573,0.619,14242,243030,1.0,0.0,0.0,99.17,12,0,2,20100,0.32483799130009683,314.7388305291842,5.447220085250675
5587,0.099,24460,278440,0.0,0.0,0.0,98.49,13,1,1,18000,0.7609530790497115,484.89808347537036,7.024714846543528
5650,0.992,18259,84510,1.0,0.0,0.0,99.46,10,0,1,1200,0.17397274393568093,-178.053837240978,-5.607002411844695
5693,0.973,11328,96040,1.0,0.0,0.0,99.12,6,1,1,5400,0.20518385794303184,13.83094018736702,0.3398638480909122
5700,1.0,9135,56210,1.0,0.0,0.0,99.85,2,1,0,5400,0.14470462947077958,-32.01105878377958,-0.8331701768260147
5740,0.647,18988,162110,1.0,0.0,0.0,96.81,21,1,2,9600,0.16780650449836831,67.12969355621046,1.544975677018603
5745,1.0,11692,130080,1.0,1.0,2.0,98.66,5,0,0,5400,0.020413753618877872,-236.62207420975662,-8.06796134764015
5759,0.713,17165,276060,0.0,0.0,0.0,98.94,10,1,2,13800,0.5029906915453153,327.648809369998,5.591814870169641
5790,0.517,20446,166840,0.0,1.0,0.0,99.07,17,1,1,9600,0.17249132827123137,71.23584855844783,1.631325810986386
5791,1.0,20448,36130,0.0,1.0,0.0,99.86,2,0,0,1200,0.1510402403076401,-191.59707987599472,-6.144473495494507
5792,0.2,21912,147510,1.0,0.0,2.0,98.65,10,0,1,11700,0.18807051680304332,115.22780360513626,2.502905211379054
5798,1.0,15338,93890,3.0,2.0,0.0,99.06,7,1,1,7500,0.02522734007417186,-187.5174491749292,-5.980651607264722
5829,0.994,14979,180130,3.0,0.0,0.0,97.23,15,1,0,7500,0.0834699223918,-59.36148361960939,-1.599810967136952
5832,0.0,12415,540070,0.0,1.0,0.0,99.55,16,1,3,57900,0.32507156583182545,567.5782255160867,7.580309766707543
5838,0.875,16430,321030,2.0,1.0,0.0,99.61,9,1,0,15900,0.10564371239285963,73.37595433023152,1.6759808661229647
5861,1.0,15339,57220,0.0,1.0,1.0,98.44,5,0,0,5400,0.030806150661013842,-199.6461268797525,-6.472633203558127
5882,1.0,17898,250050,0.0,2.0,1.0,99.44,3,0,0,24300,0.07125833730294838,77.95498040634614,1.7707272752737513
5896,0.991,17891,360110,1.0,0.0,0.0,98.85,14,0,4,24300,0.23728152683515535,289.11002893633145,5.145966442488891
5932,1.0,11328,110060,0.0,2.0,1.0,99.72,6,1,2,7500,0.032062674991258984,-164.15187131731253,-5.073899997396536
5933,0.41,14244,225070,0.0,0.0,0.0,98.63,15,1,2,13800,0.4912356647149604,322.6365302431457,5.536229701230788
5944,0.519,21178,102110,0.0,0.0,0.0,99.39,11,1,0,7500,0.5268458313854727,215.91729462952486,4.171312441433174
5954,0.929,17163,125070,2.0,0.0,0.0,99.03,10,1,3,1200,0.18329376947956108,-172.96399945170083,-5.409667799289279
5963,0.697,16797,99090,0.0,1.0,0.0,99.34,9,1,0,5400,0.13102947312435917,-44.41783462009267,-1.1744472874928635
5964,0.432,10235,243140,0.0,0.0,0.0,99.43,9,0,2,13800,0.6728903339540924,391.79846537466454,6.2449975804976905
5971,0.174,22642,100520,2.0,0.0,0.0,99.0,16,0,0,7500,0.497083727868262,205.2545786848783,4.013848930301609
5979,0.871,13880,240100,0.0,0.0,0.0,98.64,12,1,3,11700,0.4260474210522436,260.09311094998037,4.780757295419948
5983,1.0,10597,59290,0.0,3.0,0.0,99.42,3,1,2,5700,0.05373963204737189,-139.47900367036132,-4.172204293215261
5989,0.199,16069,84080,1.0,1.0,0.0,98.33,17,1,1,3300,0.15490173411662295,-83.27110517016061,-2.3143205305778958
5998,0.737,18257,234590,1.0,0.0,0.0,99.4,7,1,2,28500,0.3676160353615897,419.77960153541505,6.498693834025908
6012,0.018,12050,108050,0.0,0.0,1.0,98.67,8,0,0,5400,0.2906142499718365,63.250234541483024,1.4625744317910105
6080,0.073,21547,117130,1.0,0.0,0.0,97.52,17,1,1,11700,0.45475340911528245,272.9588132053338,4.945959310007865
6086,0.237,28850,130080,0.0,0.0,0.0,99.38,9,1,0,5400,0.8241032379510161,238.2025130534758,4.4871661000375145
6092,0.545,23371,84050,0.0,1.0,0.0,97.13,25,0,0,5700,0.14700010571107086,-23.126366262276715,-0.5951993672435218
6096,0.639,10955,48150,0.0,0.0,0.0,98.6,12,1,0,3300,0.3522043334755992,20.391178377327357,0.4970037173680919
6106,0.386,10225,125140,2.0,0.0,0.0,99.61,7,1,1,7500,0.3023463234284724,120.05759320523148,2.5928843687921677
6119,0.298,16796,165100,0.0,0.0,0.0,98.89,10,0,0,1200,0.6318623505372197,-35.80094121239356,-0.9362990665437843
6124,0.028,26290,114140,0.0,0.0,0.0,98.82,12,1,0,3300,0.7454199198123607,133.30771628919504,2.8342279942124504
6147,0.261,18264,244920,3.0,0.0,2.0,98.66,15,1,0,7500,0.22956814503817788,77.09605999740018,1.753037563767953
6160,1.0,8773,42140,0.0,3.0,0.0,99.63,8,1,0,3300,0.1488905071897916,-87.82451108013171,-2.4553016884175105
6200,0.143,32134,322580,4.0,0.0,0.0,99.58,10,1,0,22200,0.4595111121853889,413.5213864546301,6.44348324292026
6255,0.001,12054,86280,2.0,0.0,0.0,98.5,17,1,1,5400,0.4221098651468689,120.8944792620221,2.6083654477530507
6267,0.998,11693,102110,0.0,1.0,0.0,99.16,8,1,0,5400,0.1479003004592078,-29.24529076347179,-0.7585234545384245
6318,0.475,14250,225110,0.0,0.0,0.0,99.23,9,0,3,13800,0.6663971530083631,389.58600725759266,6.224170571031058
6403,0.795,10599,132730,0.0,0.0,0.0,99.62,9,1,0,9600,0.5122898567706938,257.4582518503555,4.746263890733942
6414,1.0,17530,60510,0.0,3.0,0.0,99.3,3,0,0,3300,0.06044533331815978,-182.45705379583436,-5.7797540243170875
6416,0.15,10231,111090,0.0,0.0,0.0,99.2,14,1,0,15900,0.7013822384996079,434.57791448049676,6.625860574434004
6418,0.012,23369,84150,0.0,0.0,0.0,98.84,12,0,0,3300,0.7494524828697172,134.1952460690726,2.850109958179028
6423,0.194,17897,126030,0.0,0.0,0.0,99.31,18,1,0,13800,0.6853440507678382,395.9971656687326,6.28420676040042
6426,0.085,18626,186030,0.0,0.0,0.0,98.8,13,0,0,1200,0.7272483057560221,-17.884859554014586,-0.45726802954827894
6447,0.472,17534,260820,1.0,0.0,0.0,99.05,18,1,1,11700,0.3881787656816723,242.0857389331227,4.540426104134166
6476,0.99,16069,78060,3.0,1.0,0.0,96.93,10,0,0,5700,0.056824547408155686,-133.62472033890765,-3.966294537910209
6512,0.853,18985,127980,3.0,2.0,4.0,97.51,13,1,1,7500,0.01596868092750258,-229.38146670490286,-7.743846145074313
6516,0.926,11693,35050,2.0,1.0,1.0,94.31,6,0,0,3300,0.07838909451083546,-156.82753257896954,-4.800395811629425
6524,0.678,12790,105090,0.0,0.0,0.0,97.61,10,1,1,5400,0.40810026857633813,115.46886639120795,2.5074220265902447
6533,0.868,22645,120130,0.0,0.0,0.0,99.5,6,1,0,3300,0.5286542088549843,79.0851097806944,1.7939448183843454
6535,0.798,9863,30060,0.0,0.0,0.0,99.09,9,1,0,3300,0.366639835194375,25.955759259169938,0.6282888949395116
6611,1.0,20450,184440,2.0,1.0,1.0,99.6,8,0,0,7500,0.09299162657453289,-46.196767218068956,-1.2242544311989323
6621,0.961,14977,204150,2.0,1.0,1.0,99.85,11,1,3,15900,0.06708980002917636,8.675042596269835,0.21454121310740315
6643,0.339,8766,40650,0.0,0.0,1.0,99.88,4,1,0,5700,0.24977386091499224,49.025805703176935,1.1535116936039813
6714,0.264,20454,150130,0.0,0.0,0.0,96.71,15,1,0,1200,0.5178149867452408,-60.25836081254633,-1.625849162304438
6735,0.776,16430,270120,1.0,0.0,0.0,98.71,9,0,0,3300,0.33200132586029363,12.298924447655727,0.30279420272467106
6761,0.707,19720,150110,2.0,0.0,0.0,97.97,21,1,1,13800,0.14804889124608525,103.45879174698365,2.27904459405163
6762,1.0,17526,48100,1.0,0.0,0.0,99.29,3,0,0,1200,0.13740420763110198,-200.47115362763284,-6.506644173953489
6765,0.865,20812,187650,0.0,0.0,0.0,97.48,30,1,0,7500,0.2858852324781517,111.09372178386319,2.42501941364754
6767,0.158,24835,147150,3.0,0.0,0.0,98.93,14,1,1,13800,0.42995555269836966,294.9410256417202,5.216212824702991
6782,0.987,10960,180080,0.0,3.0,0.0,99.56,10,1,0,15900,0.14202014068511679,119.38281531762333,2.5803784287459353
6790,0.787,22276,61600,0.0,0.0,0.0,95.9,14,0,0,3300,0.38761936159348714,33.74846332876944,0.809099351451108
6797,0.06,22643,235260,0.0,0.0,0.0,99.65,15,1,3,15900,0.8533920481675844,482.5420668138719,7.007138581404824
